Gene	z-score (Schneider et al. [Huh7.5])	z-score (Wei et al. [Vero E6])	Rank
RELL1	0.415501144	0.582600365	0.499050754
PRKX	0.590119744	0.407926766	0.499023255
RNF214	0.467272462	0.530533377	0.49890292
CPXM2	0.491056771	0.506266609	0.49866169
PJA1	0.326658452	0.670205252	0.498431852
ADNP2	0.610198637	0.385871905	0.498035271
IRGM	0.599130526	0.395630112	0.497380319
FBXO34	0.369128747	0.625390616	0.497259682
FAM168A	0.410808694	0.583009088	0.496908891
LRRTM4	0.336076903	0.656305876	0.496191389
FCRL3	0.602764065	0.38912063	0.495942348
BCO1	0.368807872	0.622520514	0.495664193
MAN1C1	0.512153954	0.478797064	0.495475509
SGK1	0.372393736	0.61767626	0.495034998
CCDC106	0.679984219	0.309443952	0.494714085
SHISA6	0.50156044	0.487820149	0.494690294
CORT	0.58852475	0.40018667	0.49435571
SLC35F6	0.537063938	0.451568761	0.49431635
ZNF175	0.589617369	0.398805645	0.494211507
GATA6	0.658942311	0.328415243	0.493678777
TRIP4	0.572549761	0.414748824	0.493649292
CAMK2N2	0.603408073	0.383771934	0.493590003
P3H2	0.513699964	0.4732605	0.493480232
RHCG	0.610731531	0.375865614	0.493298572
PLEKHF2	0.581653517	0.402944605	0.492299061
CXCL6	0.465403634	0.518976637	0.492190135
PGBD2	0.509983562	0.474055985	0.492019774
CYP2U1	0.556085873	0.426936788	0.49151133
CXXC5	0.506945086	0.475424176	0.491184631
CITED2	0.608382176	0.371922596	0.490152386
AMER2	0.56143367	0.415194231	0.488313951
LSR	0.398934817	0.577446301	0.488190559
ISM1	0.407079633	0.568581332	0.487830483
DNAJB5	0.428138487	0.546622711	0.487380599
LYPD6	0.580874227	0.393831639	0.487352933
FOXO3	0.361232091	0.613021907	0.487126999
LRRFIP2	0.593655332	0.380299153	0.486977242
CCDC3	0.454583813	0.518863383	0.486723598
RNF186	0.47790665	0.494691518	0.486299084
BTBD19	0.389948824	0.582484588	0.486216706
BAIAP3	0.650583473	0.321047832	0.485815653
MPZL1	0.522498808	0.448397848	0.485448328
CALR	0.450360295	0.519301262	0.484830779
THAP2	0.395133082	0.573137633	0.484135357
TLR6	0.430502932	0.536869316	0.483686124
SLC22A13	0.623739242	0.343518813	0.483629027
SCN9A	0.365515415	0.600634042	0.483074729
CCL24	0.309641617	0.656145985	0.482893801
LRRC8A	0.302352794	0.662675349	0.482514072
ADRB3	0.497114152	0.467770593	0.482442373
KCNJ5	0.574996791	0.387488165	0.481242478
DPYSL4	0.319232196	0.642174281	0.480703239
MAGED1	0.380344236	0.580447072	0.480395654
BTLA	0.364874806	0.595273896	0.480074351
VAV1	0.433697661	0.525326614	0.479512137
WNT5B	0.583393755	0.375571385	0.47948257
IAH1	0.597639381	0.36054867	0.479094026
ASCL5	0.603041358	0.354458338	0.478749848
BSX	0.418037036	0.53877599	0.478406513
TM4SF19	0.548994618	0.407379369	0.478186993
PPP2R2B	0.302420041	0.65362153	0.478020785
SCIMP	0.39255174	0.562728984	0.477640362
TMEM265	0.537307172	0.417724344	0.477515758
CRYBA4	0.622089939	0.332638862	0.477364401
SGCZ	0.487757482	0.466065487	0.476911485
XXYLT1	0.411054548	0.542653378	0.476853963
RPTN	0.62552122	0.328152785	0.476837003
SLC25A52	0.385140306	0.568297686	0.476718996
SASH3	0.383378765	0.570003847	0.476691306
ZNF432	0.322385391	0.630441429	0.47641341
CCDC102B	0.597675364	0.354393749	0.476034557
TRAPPC2L	0.533135531	0.418764843	0.475950187
KRT36	0.314874827	0.63610112	0.475487974
HGF	0.419214758	0.531259864	0.475237311
PRKAB2	0.577450001	0.370173346	0.473811674
ARHGDIB	0.323345965	0.623995043	0.473670504
DCUN1D2	0.598665446	0.348672578	0.473669012
ADHFE1	0.57755332	0.369686899	0.47362011
NPM3	0.470174942	0.476132037	0.47315349
ZNF770	0.584945815	0.360830728	0.472888271
TEKT5	0.363461153	0.582081896	0.472771525
ABCB10	0.52037453	0.424644953	0.472509742
ZNF282	0.539949204	0.404279631	0.472114417
ZNF701	0.520288355	0.423591722	0.471940039
FABP6	0.333815106	0.609759218	0.471787162
PCDH8	0.587600691	0.35588125	0.47174097
CHDH	0.545003376	0.397210576	0.471106976
GGCT	0.640750634	0.301134788	0.470942711
CHRNA2	0.503627198	0.43772522	0.470676209
TRIM71	0.479961759	0.460617193	0.470289476
GLB1L3	0.56673545	0.373589573	0.470162512
PUSL1	0.311220852	0.628809066	0.470014959
AQP12B	0.532081309	0.405486516	0.468783912
PLA2G2E	0.516675224	0.420780217	0.46872772
KCP	0.455464601	0.481047912	0.468256256
RNF216	0.410806991	0.525210857	0.468008924
RLIM	0.627147521	0.308543942	0.467845732
ADAMTS16	0.615867405	0.31932984	0.467598622
CSNK1G1	0.492857402	0.441543415	0.467200409
CHRD	0.390487279	0.543179219	0.466833249
DMRT2	0.593775492	0.33953802	0.466656756
ADAMTS8	0.412471377	0.520839286	0.466655331
GIP	0.353622707	0.578554638	0.466088672
KCNH7	0.434805389	0.496613584	0.465709487
TFAP2C	0.488170227	0.443082713	0.46562647
HDGFL1	0.531591004	0.397970865	0.464780934
CELF3	0.468979489	0.460458766	0.464719128
SLC26A3	0.342939613	0.586103566	0.464521589
P2RY10	0.585521493	0.343054222	0.464287858
SLK	0.384638839	0.543207354	0.463923097
GPA33	0.507919185	0.419627561	0.463773373
GPR21	0.544892438	0.382263328	0.463577883
RELT	0.53483205	0.392071665	0.463451857
KCNIP1	0.626061154	0.300671126	0.46336614
ZNF555	0.371242749	0.554197627	0.462720188
AK5	0.301819603	0.622649226	0.462234414
AGXT	0.304578144	0.619278932	0.461928538
TBC1D5	0.360476083	0.561814383	0.461145233
TPD52L2	0.618977995	0.30293404	0.460956017
C1QC	0.332931333	0.588470274	0.460700803
CR1	0.509766971	0.411624156	0.460695564
DENND2C	0.471124345	0.448266077	0.459695211
RIPPLY3	0.52073731	0.398569608	0.459653459
GLIPR2	0.478042017	0.440847722	0.459444869
SLC22A17	0.448862097	0.46953127	0.459196684
IGF2R	0.370847786	0.546519648	0.458683717
MIER2	0.400910791	0.510104731	0.455507761
PDCD10	0.574318007	0.33656419	0.455441098
ATP8B2	0.582461135	0.328145005	0.45530307
VPS33A	0.460780416	0.449413873	0.455097144
ZNF157	0.404134033	0.505772309	0.454953171
SCCPDH	0.604923972	0.304809062	0.454866517
UBE2R2	0.384861199	0.52385289	0.454357045
ELMOD2	0.55474876	0.352292853	0.453520806
DDI1	0.475281924	0.431425958	0.453353941
TRIM13	0.518972667	0.386566336	0.452769502
VSIG10L	0.304284353	0.600810339	0.452547346
MIER3	0.422687129	0.482118681	0.452402905
DTNB	0.513412723	0.391179467	0.452296095
BGN	0.490255172	0.413454317	0.451854744
FHL2	0.59782868	0.305847285	0.451837983
FAM114A1	0.406887519	0.496683105	0.451785312
HMMR	0.588868163	0.314391299	0.451629731
DEFB123	0.357149482	0.545597756	0.451373619
DTD1	0.546904307	0.355608348	0.451256328
CD38	0.596447644	0.305005603	0.450726624
APOOL	0.598318747	0.302742812	0.45053078
MUTYH	0.311363598	0.589290417	0.450327007
USP2	0.560760022	0.339831398	0.45029571
TRIM2	0.337036527	0.562010105	0.449523316
LRRK2	0.351813194	0.54679925	0.449306222
PRSS21	0.4764337	0.421723699	0.449078699
LRRC15	0.416683994	0.481317821	0.449000908
DLX5	0.593655992	0.304177265	0.448916628
ATP2A1	0.583632127	0.314008452	0.448820289
ANKRD13A	0.331355436	0.565852844	0.44860414
MUC1	0.404253551	0.492881157	0.448567354
HSPB6	0.351293335	0.545723982	0.448508659
TMEM41A	0.402024341	0.494707375	0.448365858
SOWAHD	0.412503213	0.483351313	0.447927263
ZNF451	0.523055164	0.372471864	0.447763514
SEC11C	0.5901974	0.304429375	0.447313387
DUOX2	0.502634251	0.391547755	0.447091003
PCK1	0.329727229	0.562436384	0.446081807
KRTAP19-5	0.583028915	0.30788049	0.445454703
KLK1	0.347876421	0.542487104	0.445181762
FAM78B	0.445348694	0.444908585	0.44512864
FAM135A	0.48365008	0.40598139	0.444815735
CABYR	0.313729459	0.57568955	0.444709505
NMUR2	0.354390043	0.534514015	0.444452029
ADD1	0.435539788	0.453225357	0.444382573
FOXI2	0.456006025	0.431620936	0.44381348
FBXO32	0.582256897	0.303891186	0.443074041
TCEANC	0.367367748	0.518498792	0.44293327
PKD2	0.499745889	0.386029966	0.442887927
HSD3B1	0.307886441	0.576567384	0.442226912
SLC29A4	0.490280235	0.392921175	0.441600705
LRRC23	0.421177289	0.461679228	0.441428259
ZNF202	0.549229357	0.333437364	0.44133336
ZSCAN18	0.517764647	0.364581788	0.441173217
STS	0.392324608	0.48936865	0.440846629
PRM3	0.567742793	0.313908362	0.440825577
WNT2	0.509198322	0.372452472	0.440825397
CCNJL	0.387266709	0.494001703	0.440634206
TMEM190	0.42594867	0.454533402	0.440241036
FABP1	0.447437479	0.431710446	0.439573962
IGSF21	0.444781792	0.432791797	0.438786795
TC2N	0.451876286	0.425203859	0.438540072
ACTN4	0.569107867	0.307794234	0.43845105
RESP18	0.499474035	0.376562605	0.43801832
MAF1	0.561122181	0.312911482	0.437016831
TH	0.547678072	0.32538474	0.436531406
USP47	0.386774106	0.485234721	0.436004414
ENTPD3	0.507360219	0.364493753	0.435926986
MAP3K15	0.305037878	0.56656976	0.435803819
SPIN4	0.396374342	0.475027447	0.435700894
UEVLD	0.538814372	0.332564564	0.435689468
SLC35C2	0.531142007	0.339907101	0.435524554
POU2AF1	0.514807217	0.35556323	0.435185224
SYNGR2	0.375675786	0.493429693	0.43455274
BBS9	0.352983523	0.515663915	0.434323719
HBP1	0.554628581	0.31331103	0.433969806
CACNG8	0.456375386	0.408647433	0.43251141
EFCC1	0.386146498	0.478800907	0.432473703
ASPRV1	0.427469182	0.437173924	0.432321553
ZBTB16	0.535412611	0.328503903	0.431958257
RAP2A	0.353732222	0.509534072	0.431633147
TMPRSS4	0.373907029	0.487981191	0.43094411
RAD51AP2	0.373958757	0.48761238	0.430785569
OPN1SW	0.468797957	0.392205933	0.430501945
PRNP	0.351474204	0.509039195	0.4302567
SDK1	0.428551319	0.43168267	0.430116994
APOA4	0.335221688	0.524552876	0.429887282
GDPD5	0.409213841	0.449386867	0.429300354
IQUB	0.414576394	0.443845427	0.429210911
CNNM4	0.495684726	0.36222163	0.428953178
APLN	0.539891535	0.317977987	0.428934761
NANOS3	0.30144215	0.555043351	0.428242751
MCCC2	0.55068534	0.30545814	0.42807174
EHBP1	0.408159654	0.447687348	0.427923501
ZNF268	0.390273649	0.465543621	0.427908635
IRAK2	0.366913431	0.488693554	0.427803492
KLF17	0.44619391	0.408463305	0.427328607
CTNNA3	0.499198316	0.354147894	0.426673105
ANKRD65	0.408897609	0.444182927	0.426540268
CPEB3	0.358242174	0.494792483	0.426517328
COMMD6	0.544547789	0.307677548	0.426112668
DNAJC5G	0.374707961	0.475508371	0.425108166
SLCO2A1	0.327914113	0.522205131	0.425059622
CNKSR1	0.528870102	0.320518306	0.424694204
GATA5	0.442883467	0.404737952	0.42381071
CACNA1C	0.480581743	0.366587407	0.423584575
GNB5	0.330091975	0.515649875	0.422870925
USP4	0.346124819	0.498362009	0.422243414
TXK	0.456566149	0.387581007	0.422073578
PRDX5	0.466504582	0.376793279	0.42164893
NPEPL1	0.395553671	0.447533467	0.421543569
ZIC5	0.341390406	0.501285339	0.421337873
KIAA0040	0.312306771	0.529928466	0.421117618
KRTAP12-2	0.531756298	0.310425743	0.421091021
PAQR6	0.35228561	0.48965299	0.4209693
PDLIM3	0.336897021	0.504842334	0.420869678
PRDX3	0.301479641	0.540089689	0.420784665
RCBTB2	0.443897578	0.397381426	0.420639502
GPD1	0.461925443	0.378678778	0.420302111
HRK	0.363343342	0.475935485	0.419639413
CDH9	0.519520616	0.319750601	0.419635608
WNT16	0.308622378	0.530457784	0.419540081
KCNU1	0.401468221	0.437542071	0.419505146
GABRG3	0.428312297	0.409648262	0.41898028
KIAA0319L	0.462595747	0.37387229	0.418234019
RABEP1	0.427120026	0.407706752	0.417413389
CCR8	0.464805948	0.369881126	0.417343537
FXYD3	0.48689759	0.347656981	0.417277285
AMN	0.310952852	0.522918843	0.416935847
BLK	0.306350869	0.52675072	0.416550794
GYG2	0.368433599	0.463516958	0.415975278
ENAH	0.481585455	0.350285053	0.415935254
CSAD	0.516985221	0.3142612	0.41562321
CPXM1	0.408629205	0.420804711	0.414716958
LRRC39	0.310029286	0.518424711	0.414226998
PANX3	0.39945271	0.428705824	0.414079267
FGF5	0.312507056	0.514793906	0.413650481
ZFP3	0.452359381	0.374747967	0.413553674
IFITM5	0.415071848	0.410861484	0.412966666
OCRL	0.406549731	0.418574547	0.412562139
FAM219A	0.33652689	0.488567215	0.412547053
ZNF57	0.351086423	0.473978141	0.412532282
LRRC34	0.41685945	0.407380718	0.412120084
ALPK1	0.395499416	0.428217492	0.411858454
SCN1B	0.360543689	0.459663518	0.410103603
THBS2	0.403201415	0.416451522	0.409826468
SPATA25	0.498988825	0.320439517	0.409714171
ST6GALNAC4	0.405947153	0.411181234	0.408564193
ROBO1	0.433363396	0.383203191	0.408283293
PPP1R12B	0.342798175	0.473124962	0.407961568
ADAMTS12	0.393881968	0.419815023	0.406848495
CDK20	0.395031359	0.418307112	0.406669236
DEF6	0.466366465	0.346794661	0.406580563
CREB3L3	0.305185366	0.507455594	0.40632048
ZNF354A	0.415233935	0.394318418	0.404776177
ZNF2	0.38917026	0.420100515	0.404635387
FAM181A	0.411427297	0.396180439	0.403803868
ZNF106	0.481585727	0.325968312	0.40377702
FCRLB	0.337543099	0.468904025	0.403223562
PRDM2	0.409214865	0.396440739	0.402827802
AXDND1	0.486613346	0.316068081	0.401340713
CD44	0.369291374	0.433117123	0.401204249
KRBA1	0.437520627	0.364365882	0.400943255
ARHGAP10	0.405747142	0.39608588	0.400916511
TM7SF3	0.368748437	0.432802302	0.40077537
MYOZ2	0.319241215	0.482295015	0.400768115
TAS2R4	0.339650628	0.460402034	0.400026331
FCRL2	0.468912849	0.330997928	0.399955389
BFAR	0.479567427	0.319013526	0.399290477
TECRL	0.420659467	0.377568827	0.399114147
PM20D1	0.306165504	0.489418031	0.397791767
TRAPPC6A	0.413528296	0.378185885	0.39585709
APOL6	0.451523168	0.339197906	0.395360537
FHDC1	0.374783543	0.41579163	0.395287586
IL7	0.414730776	0.373654219	0.394192498
ZNF460	0.324930842	0.462338483	0.393634663
AZIN1	0.394248997	0.392487458	0.393368228
CTSZ	0.33279633	0.453787609	0.393291969
S100A6	0.335188309	0.45118359	0.393185949
NBEA	0.324356729	0.461904714	0.393130722
TRAPPC10	0.404282045	0.381807984	0.393045015
LGALS3BP	0.397450701	0.387652397	0.392551549
MAP3K13	0.338565035	0.444521004	0.39154302
CRYAB	0.398301162	0.382662926	0.390482044
GSX2	0.424185182	0.355944785	0.390064984
CALU	0.45750396	0.32063838	0.38907117
CKAP4	0.412807718	0.361087939	0.386947829
NPY	0.34052208	0.431715994	0.386119037
GNG12	0.443853613	0.327190862	0.385522237
TTC39B	0.344483532	0.42559077	0.385037151
DUSP23	0.329902679	0.439477731	0.384690205
ADH5	0.317955051	0.450529041	0.384242046
LCP1	0.400306566	0.365517822	0.382912194
SESN2	0.327068206	0.438381759	0.382724983
GALNT2	0.326453212	0.437741333	0.382097273
MTHFD1L	0.458008834	0.305908374	0.381958604
RBM12B	0.392583561	0.371019498	0.381801529
PEBP4	0.353988227	0.40945506	0.381721643
ZNF135	0.397153061	0.365149604	0.381151332
C4BPB	0.407913058	0.353970204	0.380941631
FAM210B	0.370463342	0.39016276	0.380313051
FAM122B	0.376827416	0.383386822	0.380107119
LMOD2	0.430149197	0.328078049	0.379113623
APOA1	0.301763809	0.456231412	0.378997611
TRIM58	0.420363215	0.336435776	0.378399496
BEND7	0.348600813	0.407802924	0.378201869
ENTPD5	0.42130041	0.334882862	0.378091636
CSN2	0.352350843	0.401976702	0.377163772
TRAF3IP2	0.349081121	0.404816822	0.376948972
SOWAHC	0.357910322	0.395985359	0.376947841
SLC9A3R1	0.411143539	0.342191918	0.376667729
VCAN	0.41172857	0.340244627	0.375986599
PEX19	0.39438793	0.357290581	0.375839256
OXR1	0.363401927	0.386460669	0.374931298
ZBTB21	0.324918877	0.424422995	0.374670936
VAMP3	0.402275238	0.346677335	0.374476286
COL8A2	0.424542712	0.323692232	0.374117472
COL6A6	0.355297621	0.391747645	0.373522633
NDST4	0.427712883	0.31503295	0.371372916
CALCOCO1	0.354260355	0.388090379	0.371175367
RSU1	0.436501326	0.3054432	0.370972263
RAB15	0.307549301	0.431950352	0.369749826
AP2A1	0.434097278	0.305192307	0.369644793
LRFN2	0.382696429	0.35656241	0.36962942
FBXO41	0.352720338	0.385002563	0.368861451
SEMA3E	0.399277476	0.338065972	0.368671724
DNAH5	0.403350788	0.333032658	0.368191723
LDLRAP1	0.311246552	0.422073872	0.366660212
TMC5	0.430801525	0.302412019	0.366606772
MAGEB1	0.32790398	0.40508076	0.36649237
DNAJB11	0.310256352	0.420699172	0.365477762
PCDH12	0.358251096	0.371916162	0.365083629
PXYLP1	0.42315452	0.306302585	0.364728553
EFNB1	0.358682623	0.370158881	0.364420752
MAPK8IP3	0.316687966	0.411490703	0.364089335
PIK3R2	0.402847219	0.324933807	0.363890513
SS18L1	0.353396479	0.372914427	0.363155453
GDPD2	0.397360715	0.324072291	0.360716503
CCL23	0.328206309	0.392425511	0.36031591
PPM1F	0.300992913	0.418258847	0.35962588
DEFB116	0.310904942	0.408077137	0.35949104
GOT1	0.313967836	0.40239923	0.358183533
GLRA2	0.323576731	0.39216332	0.357870026
RNF149	0.403682326	0.310084274	0.3568833
MIEF2	0.304022702	0.409388205	0.356705453
MTSS1	0.351091092	0.360215613	0.355653353
LIG1	0.32369129	0.387432238	0.355561764
ZNF391	0.364918969	0.344883484	0.354901226
CPLX1	0.361352025	0.348315018	0.354833521
CHRM4	0.307872461	0.399382495	0.353627478
GSTA5	0.356775898	0.345286574	0.351031236
MYL1	0.39813165	0.302924832	0.350528241
PLEKHA2	0.391704477	0.307964847	0.349834662
CBX8	0.380120222	0.319414314	0.349767268
SATL1	0.372379166	0.326267306	0.349323236
PLEKHF1	0.32712216	0.371175229	0.349148695
MRGPRG	0.321803308	0.37616942	0.348986364
ZNF706	0.342674623	0.348977486	0.345826054
ZNF146	0.309917846	0.378984923	0.344451384
HMX3	0.361211843	0.326714675	0.343963259
NDST3	0.369684636	0.31203558	0.340860108
LRWD1	0.357015955	0.322465751	0.339740853
PCYOX1	0.326288035	0.352184341	0.339236188
PPP2R3B	0.374597958	0.301879947	0.338238953
RSPH6A	0.355299253	0.317618395	0.336458824
SRI	0.342731342	0.329481681	0.336106512
STX7	0.336568685	0.333809911	0.335189298
CCDC142	0.335201569	0.315072428	0.325136998
PDC	0.307377631	0.339232154	0.323304893
INA	0.305352989	0.341109972	0.323231481
CX3CL1	0.329828099	0.309907202	0.319867651
DDIT4	0.323922411	0.300133596	0.312028003
WDR35	0.303654787	0.300234013	0.3019444
